"SKU","Short Description","Vendor Number","Vendor Name","Model Number","Primary UPC","UOM","Max Qty","Retail Price","Retail Margin","Member Retail","Mult 1","Cost of Mult 1","Mult 2","Cost of Mult 2","Mult 3","Cost of Mult 3","Salecode","Performance Units","Performance Dollars","Page Number","Promo Retail","Promo Mult 1","Promo Cost of Mult 1","Promo Mult 3","Promo Cost of Mult 3","Status","Substitutes","Alternate UPC","UPS","Sensitivity","Name","Long Description","length","color","Country of Origin","Prod Class_Category Description","Prod Class Category ID","Prod Class_Department Description","Prod Class Department ID","Prod Class_Product Group Description","Prod Class Product Group ID","Prod Class_SubCategoryDescription","Prod Class SubCategory ID","Brand","Primary Central Stock Warehouse","Secondary Central Stock Warehouse"
"496069","14X24X1 BASIC FILTER","5293","3M","FPL23-2PK-24","00051141359984","Box","","5.99","41.469","","24","3.506","","","","","","D","E","","","","","","","Promotional","","50051141359989,70051141359983","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"495639","18X24X1 BASIC FILTER","5293","3M","FPL21-2PK-24","00051141387666","Box","","5.99","41.469","","24","3.506","","","","","","D","E","","","","","","","Promotional","","50051141387661,70051141387665","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"494342","12X24X1 BASIC FILTER","5293","3M","FPL20-2PK-24","00051141359991","Box","","5.99","41.469","","24","3.506","","","","","","E","E","","","","","","","Promotional","","50051141359996,70051141359990","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"491908","12X20X1 BASIC FILTER","5293","3M","FPL19-2PK-24","00051141360003","Box","","5.99","41.469","","24","3.506","","","","","","E","E","","","","","","","Promotional","","50051141360008,70051141360002","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"491244","24X24X1 BASIC FILTER","5293","3M","FPL12-2PK-24","00051141387680","Box","","5.99","41.469","","24","3.506","","","","","","D","E","","","","","","","Promotional","","50051141387685,70051141387689","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"489685","14X14X1 BASIC FILTER","5293","3M","FPL11-2PK-24","00051141387635","Box","","5.99","41.469","","24","3.506","","","","","","E","E","","","","","","","Promotional","","50051141387630,70051141387634","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"481352","12X12X1 BASIC FILTER","5293","3M","FPL10-2PK-24","00051141387628","Box","","5.99","41.469","","24","3.506","","","","","","E","E","","","","","","","Promotional","","50051141387623,70051141387627","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"478618","10X20X1 BASIC FILTER","5293","3M","FPL07-2PK-24","00051141387611","Box","","5.99","41.469","","24","3.506","","","","","","D","E","","","","","","","Promotional","","50051141387616,70051141387610","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"475809","15X20X1 BASIC FILTER","5293","3M","FPL06-2PK-24","00051141387642","Box","","5.99","41.469","","24","3.506","","","","","","D","D","","","","","","","Promotional","","50051141387647,70051141387641","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"470308","20X30X1 BASIC FILTER","5293","3M","FPL22-2PK-24","00051141387673","Box","","5.99","41.469","","24","3.506","","","","","","E","E","","","","","","","Promotional","","50051141387678,00051141390505,50051141390500,70051141390504,70051141387672","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"458809","14X20X1 BASIC FILTER","5293","3M","FPL05-2PK-24","00051141952116","Box","","5.99","41.469","","24","3.506","","","","","","C","D","","","","","","","Promotional","","50051141952111,00051141982151,50051141982156,70051141982150,70051141952115","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"443163","14X25X1 BASIC FILTER","5293","3M","FPL04-2PK-24","00051141360010","Box","","5.99","41.469","","24","3.506","","","","","","D","E","","","","","","","Promotional","","50051141360015,00051141982144,50051141982149,70051141982143,70051141360019","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"432867","20X25X1 BASIC FILTER","5293","3M","FPL03-2PK-24","00051141360027","Box","","5.99","41.469","","24","3.506","","","","","","C","D","","","","","","","Promotional","","50051141360022,00051141390482,50051141390487,70051141390481,70051141360026","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"418939","20X20X1 BASIC FILTER","5293","3M","FPL02-2PK-24","00051141360034","Box","","5.99","41.469","","24","3.506","","","","","","C","C","","","","","","","Promotional","","50051141360039,00051141390499,50051141390494,70051141390498,70051141360033","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"417452","16X25X1 BASIC FILTER","5293","3M","FPL01-2PK-24","00051141360041","Box","","5.99","41.469","","24","3.506","","","","","","B","C","","","","","","","Promotional","","50051141360046,70051141360040","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"409387","16X20X1 BASIC FILTER","5293","3M","FPL00-2PK-24","00051141359939","Box","","5.99","41.469","","24","3.506","","","","","","B","C","","","","","","","Promotional","","50051141359934,00051141975627,50051141975622,70051141975626,70051141359938","true","High Awareness","Filtrete Residential MPR Flat Panel Furnace Filter","Filtrete Basic Air Filters capture large airborne particles. Available as pleated or flat panels, these non-electrostatic home air filters capture lint and household dust.","","","Mexico","Air Filters","E8S7","Heating, Ventilation & Air Conditioning","HVAC","Furnace Filter","4787","Air & Furnace Filters","91C6","Filtrete","",""
"602418","24OZ CLEANER/DEGREASER","6776","Sunshine Makers","2710001213013","00043318130137","Each","","5.49","34.426","5.99","12","3.6","","","1","3.791","","A","A","","","","","","","Promotional","","10043318000307,10043318130134","true","High Awareness","Simple Green All-Purpose Cleaner & Degreaser Concentrate","EPA Safer Choice Certified Simple Green All-Purpose Cleaner is a powerful cleaner and degreaser designed for effective and environmentally safer use on all washable surfaces. The biodegradable formula easily removes tough dirt and grime without chemicals that can harm people and the environment. Concentrated formula provides up to 30x the cleaning value. Use it full-strength for heavy messes, or easily dilute with water for daily cleaning. Removes built-up dirt, grease, food spills, ink, pet stains and other tough grime indoors and out. For use on floors, carpets, walls, countertops, appliances, furniture, fabric, tools and more. This versatile cleaner can easily replace a cabinet full of harsh cleaners, detergents, degreasers and laundry pre-soaks, making clean-up simple and safer. Leaves behind a fresh sassafras scent. This formula is readily biodegradable per OECD 301D. Backed by our 100% money-back guarantee.","","","United States","Cleaning Chemicals","W527","Cleaning Supplies","CLNG","Cleaner & Degreaser","QSP5","Cleaners & Degreasers","4S4K","Simple Green","",""
"785115","6OZ GOOF OFF REMOVER","7245","William Barr","FG661","00093945006619","Each","","5.79","35.596","5.79","12","3.729","","","1","3.927","","B","B","","","","","","","Promotional","","30093945006610","true","High Awareness","Goof Off Pro Strength Remover","Goof Off Pro Strength works the first time quickly and easily removing those tough spots and stains ordinary household cleaners can't. Removes: Adhesives & glue, crayon, pen & marker, gum, scuff marks, stickers & decals, asphalt & tar, dried latex paint, duct tape, caulk, tree sap, candle wax, lipstick, oil & grease and more. Ideal for all kinds of hard surfaces including: Fully cured varnished or oil-based painted surfaces, baseboards all metals, glass, brick, wood, concrete, grout, fiberglass, hand tools, and most automotive surfaces. Do not use on plastics, worn vinyl floors, some automotive paints, and some carpets. Always test on an inconspicuous area first, as every hard surface is different.","","","United States","Strippers & Removers","88UP","Paint & Painting Supplies","PNTG","Paint Remover","7157","Paint, Varnish, & Stain Removers","BU72","Goof Off","",""
"771719","9X3/8 PRO/DOOZ WVN COVER","7601","Wooster Brush","RR666-9","00071497176936","Each","","7.29","52.167","","12","3.487","","","1","3.691","","B","C","","","","","","","Promotional","","10071497176933","true","Mod Awareness","Wooster Pro/Doo-Z FTP Woven Fabric Roller Cover","Shed-resistant and high density for today's paints: flat, eggshell, satin, semigloss, gloss, enamels, primers, urethanes and epoxies. HydroFlow technology provides controlled release to improve paint flow. Wooster-exclusive fabric with double golden pinstripe for smooth finish, great capacity. Green double-thick polypropylene core resists water, solvents and cracking.","","","United States","Paint  Applicators & Accessories","CPY2","Paint & Painting Supplies","PNTG","Woven Fabric Roller Cover","E46Y","Roller Cover","3434","Wooster","",""
"784869","2PK 4-1/2X3/8 FTP COVER","7601","Wooster Brush","RR371-4 1/2","00071497177001","Package","","6.99","49.700","","12","3.516","","","1","3.72","","C","C","","","","","","","Promotional","","10071497177008,00071497192813,10071497192810","true","Mod Awareness","Wooster Jumbo-Koter Pro/Doo-Z FTP Woven Fabric Roller Cover","Jumbo-Koter Pro/Doo-Z FTP is shed-resistant for the smoothest professional finish with all paints, enamels, primers, urethanes, epoxies and adhesives. High-density white fabric with a golden pinstripe, exclusively from Wooster, stays resilient and resists matting.","","","United States","Paint  Applicators & Accessories","CPY2","Paint & Painting Supplies","PNTG","Woven Fabric Roller Cover","E46Y","Roller Cover","3434","Wooster","",""
"601025","28OZ ALL PRP CLNR GRPFRT","2338","Lifestyle Brands","00010","00817939000106","Each","","5.49","24.900","","8","4.123","","","1","4.321","","C","C","","","","","","","Promotional","","10817939000103","true","Mod Awareness","Method All-Purpose Cleaner","Grease and grime don't stand a chance. Not with powerful, plant-based cleaning agents in your grasp. With a biodegradable formula, each squirt cuts through dirt + gunk, leaving behind the pleasant scent of victory.","","","United States","Cleaning Chemicals","W527","Cleaning Supplies","CLNG","Natural All-Purpose Cleaners","26PU","All-Purpose Cleaners","7N21","Method","",""
"601012","28OZ ALL PRP CLNR LAVNDR","2338","Lifestyle Brands","00005","00817939000052","Each","","5.49","24.900","","8","4.123","","","1","4.321","","C","C","","","","","","","Promotional","","10817939000059","true","Mod Awareness","Method All-Purpose Cleaner","Grease and grime don't stand a chance. Not with powerful, plant-based cleaning agents in your grasp. With a biodegradable formula, each squirt cuts through dirt + gunk, leaving behind the pleasant scent of victory.","","","United States","Cleaning Chemicals","W527","Cleaning Supplies","CLNG","Natural All-Purpose Cleaners","26PU","All-Purpose Cleaners","7N21","Method","",""
"600884","28OZ ALL PRP CLNR LIME","2338","Lifestyle Brands","01239","00817939012390","Each","","5.49","24.900","","8","4.123","","","1","4.321","","C","D","","","","","","","Promotional","","20817939012394,30817939012391","true","Mod Awareness","Method All-Purpose Cleaner","Grease and grime don't stand a chance. Not with powerful, plant-based cleaning agents in your grasp. With a biodegradable formula, each squirt cuts through dirt + gunk, leaving behind the pleasant scent of victory.","","","United States","Cleaning Chemicals","W527","Cleaning Supplies","CLNG","Natural All-Purpose Cleaners","26PU","All-Purpose Cleaners","7N21","Method","",""
"360608","2PK ORGVPR DSP RESPIRATR","6433","Safety Works","PRO43363-2","00616314926037","Box","","6.49","39.753","","6","3.91","","","1","4.122","","N/A","N/A","","","","","","","Promotional","","20616314926031","true","Low Awareness","PIP Pro Safety Organic Vapor N95 Disposable Respirator","The PIP Pro Safety N95 Organic Vapor Respirator is designed to filter out airborne particles and provide a secure fit for the wearer. Its foldable design allows for easy storage and transportation, making it ideal for on-the-go use. The ultra-sonic welded head straps offer enhanced durability and strength, ensuring that the respirator stays securely in place even during rigorous activities. This respirator features an innovative nose clip that can be easily adjusted to ensure a secure and personalized fit. The foam nosepiece not only enhances comfort but also helps to create a tight seal, preventing any unwanted particles or contaminants from entering the respiratory system. The disposable nature of the respirator makes it convenient and hygienic, allowing for easy disposal after use. Trust in this indispensable tool in any environment where respiratory safety is paramount.","","","Thailand","Respiratory Protection","3158","Safety","SAFE","Respirator","L39F","Dust Suit, Dust Masks & Respirators","9B43","PIP Pro Safety","",""
"629832","32OZ SPRAY BOTTLE","2797","ZEP Enforcer","ZUPRO2","00021709024586","Each","","7.49","44.366","6.99","12","4.167","","","1","4.397","","C","C","","","","","","","Promotional","","10021709024583","true","Mod Awareness","Zep Bleach Resistant Spray Bottle","Zep sprayers are known for quality and performance. Zep's Bleach Resistant Sprayer is the next resolution in our revolutionary line-up of sprayers. We know that pros rely on the right tools to get the job done. This chemical resistance sprayers stands up to harsh bleach and chemicals. This product is designed to spray upside down and at any angle for those hard-to-reach spots. Fill the Zep Bleach Resistant Sprayer with bleach, any of Zep's EPA registered disinfectants, or Zep's large line of pro-strength cleaners for a next level clean.","","White, Blue ,Yellow","United States","Cleaning Tools & Supplies","UX21","Cleaning Supplies","CLNG","Spray Bottle","J429","Spray Bottles","3962","Zep","",""
"266353","3LB RDMIX JOINT COMPOUND","2446","Dap","7079810100","00070798101005","Pail","","13.99","62.130","13.99","6","5.298","","","1","5.622","","B","B","","","","","","","Promotional","","10070798101002","true","Price Sensitive","Dap Pre-Mixed Latex Wallboard Drywall Joint Compound","A latex joint compound for treating taped joints of interior gypsum panels. Also may be used for finishing and patching. Clean up with water. Interior use. White.","","","United States","Wall Materials","GK8C","Building Materials","BLDG","Drywall Joint Compound","YC6Z","Drywall Joint Compounds & Tape","I6BL","DAP","",""
"785107","12OZ GOOF OFF SPRAY","7245","William Barr","FG658","00093945306580","Each","","8.99","41.646","8.99","6","5.246","","","1","5.54","","B","B","","","","","","","Promotional","","30093945306581,30093945386583","true","High Awareness","Goof Off Pro Strength Remover","Goof Off Pro Strength works the first time quickly and easily removing those tough spots and stains ordinary household cleaners can't. Removes: Adhesives & glue, crayon, pen & marker, gum, scuff marks, stickers & decals, asphalt & tar, dried latex paint, duct tape, caulk, tree sap, candle wax, lipstick, oil & grease and more. Ideal for all kinds of hard surfaces including: Fully cured varnished or oil-based painted surfaces, baseboards all metals, glass, brick, wood, concrete, grout, fiberglass, hand tools, and most automotive surfaces. Do not use on plastics, worn vinyl floors, some automotive paints, and some carpets. Always test on an inconspicuous area first, as every hard surface is different.","","","United States","Strippers & Removers","88UP","Paint & Painting Supplies","PNTG","Paint Remover","7157","Paint, Varnish, & Stain Removers","BU72","Goof Off","",""
"200597","15LB CLR MOUNTING TAPE","5260","Gorilla Glue","6065003","00052427606501","Each","","9.19","45.082","9.19","6","5.047","","","1","5.319","","A","A","","","","","","","Promotional","","30052427606502","true","Mod Awareness","Gorilla Double-Sided Mounting Tape","Gorilla Mounting Tape is a double-sided tape that mounts in an instant, for a permanent, weatherproof bond. The adhesive tape won't yellow over time. This tape is perfect for indoor and outdoor projects and is an excellent alternative to nails and screws. It conforms to smooth and rough surfaces to form a permanent, industrial strength bond. Bonds permanently to plastic, metal, wood, glass, brick, ceramic, stone, and more.","","Clear","South Korea","Tape & Adhesives","67XR","Office Supplies","OFFC","Mounting Tape","AP35","Mounting Adhesives","953I","Gorilla","",""
"618745","32OZ GROUT CLEANER","2797","ZEP Enforcer","ZU104632","00021709009897","Each","","11.79","46.412","","12","6.318","","","1","6.661","","C","C","","","","","","","Promotional","","10021709009894","true","Mod Awareness","Zep Commercial Floor Grout Cleaner","Zep Grout Cleaner & Brightener is a pro-strength acidic formula that deep cleans and lifts tough stains from grout in minutes. The squeeze-bottle design allows for easy application with no heavy scrubbing needed. Safe for use on both white and tinted grout, it quickly brightens and restores grout lines.","","","United States","Cleaning Chemicals","W527","Cleaning Supplies","CLNG","Tile & Grout Cleaner","8N76","Tile & Grout Cleaners","3V91","Zep","",""
"585580","16OZ TRIGGR SPRAY RAIN-X","5038","ITW Global Brands","800002250","00079118010737","Each","","8.49","33.899","9.99","6","5.612","","","1","5.897","","C","C","","","","","","","Promotional","","00079118010720","true","High Awareness","Rain-X Original Water Repellent","For windshields, mirrors and lights, glass shower doors, and home glass windows. Forms a super-slick, invisible repellent coating. Makes rain, sleet and snow bead-up and roll off. Restricts adhesion and build-up of frost, bugs, salt, tree sap, mud, and road grime. Avoid using on plastic surfaces, plexiglass, and fiberglass.","","","United States","Automotive Cleaning Supplies","QR73","Automotive","AUTO","Water Repellent","TS9X","Glass Cleaner","93ZJ","RAIN-X","",""
"200613","30LB BLK MOUNTING TAPE","5260","Gorilla Glue","6055002","00052427605504","Each","","11.49","43.621","11.99","6","6.478","","","1","6.83","","A","A","","","","","","","Promotional","","20052427605508","true","Mod Awareness","Gorilla Double-Sided Mounting Tape","Gorilla Mounting Tape is a double-sided tape that mounts in an instant, for a permanent, weatherproof bond. The adhesive tape won't yellow over time. This tape is perfect for indoor and outdoor projects and is an excellent alternative to nails and screws. It conforms to smooth and rough surfaces to form a permanent, industrial strength bond. Bonds permanently to plastic, metal, wood, glass, brick, ceramic, stone, and more.","","Black","South Korea","Tape & Adhesives","67XR","Office Supplies","OFFC","Mounting Tape","AP35","Mounting Adhesives","953I","Gorilla","",""
"800785","CLASSIC 26M LAUNCHER","5343","Petmate Doskocil","06400","00660048064008","Each","","16.99","54.785","16.99","12","7.682","","","1","8.126","","D","D","","","","","","","Promotional","","40660048064006,20660048064002","true","High Awareness","Petmate Chuckit Ball Launcher Dog Toy","Classic ball launcher that is convenient to carry and use. Features an extendable, ergonomic handle and a convenient clip that can be hooked to a belt or leash for portability. Throw tennis balls 2-3 times farther than throwing by hand. Hands free ball pick up. Compatible with standard tennis ball and Chuckit tennis ball.","","Bright Green","United States","Dog Supplies","6159","Pet Supplies","PETS","Toy","AGW1","Dog Toys","1499","Chuckit!","",""
"700377","BRASS BIG SHOT NOZZLE","7360","K-CO","MLBSR48-106","00815149010106","Each","","11.49","41.488","13.99","48","6.723","6","7.015","1","7.377","","B","B","","","","","","","Promotional","{""sku"":""758268"",""type"":""Member Option""}","10815149010103,20815149010100,20815149010124","true","Mod Awareness","Little Big Shot Twist Nozzle","Saves water and gives more power - uses 40% less water than a classic pistol nozzle. Twist to adjust from maximum power to pinpoint accuracy or full Off (Power Sweep, Spray and Pin-Point). Pinpoint accuracy even under low water pressure and continuous adjusting. Will not leak. Made in the USA and assembled by disabled veterans.","","Brass","United States","Hoses & Accessories","2912","Lawn & Garden","LAWN","Twist Nozzle","C855","Hose Nozzles & Wands","68RB","Little Big Shot","",""
"788125","WH AMP KTCHN&BTH SEALANT","2446","Dap","7079800762","00070798007628","Each","","11.99","44.862","13.99","12","6.611","","","1","6.968","","B","B","","","","","","","Promotional","","10070798007625","true","High Awareness","DAP AMP Kitchen, Bath & Plumbing Sealant","DAPs AMP Advanced Modified Polymer Kitchen, Bath and Plumbing Sealant provides a 100% waterproof seal with the ability to be applied on wet and damp surfaces. It has a fast 30-minute paint and water ready time and prevents the growth of stains and odor-causing mold and mildew on the sealant. For interior use. This premium hybrid technology offers maximum flexibility and superior adhesion for a durable seal that wont crack or shrink. It is safe for marble and granite and most metals and prevents mold and mildew growth for a lifetime guarantee. DAP AMP Kitchen, Bath and Plumbing sealant is easy to use, low in odor, VOC compliant and ideal for interior kitchen and bath applications.","","White","United States","Caulk & Sealant","E6NC","Paint & Painting Supplies","PNTG","Polymer Sealant","E4MR","Sealant","442K","DAP","",""
"705717","14OZ MOSQUITO FOGGER","9266","Maggie's Farm","MMFA014","00811249020328","Each","","8.99","28.810","10.29","6","6.4","","","1","6.717","","C","C","","","","","","","Promotional","","10811249020325","true","Mod Awareness","Maggie's Farm Outdoor Mosquito Fogger","Kills and repels mosquitoes, flies, gnats, moths, and other flying insects. Lasts up to 8 hours. Made from natural plant oils.","","","United States","Insect & Pest Control","91G5","Lawn & Garden","LAWN","Outdoor Insect Fogger","94K3","Outdoor Foggers & Fogger Insecticide","T9H3","Maggie's Farm","",""
"745830","8OZ GLASS HUMMER FEEDER","2235","Woodstream","203CPBN","00078978210875","Each","","13.99","58.427","14.79","6","5.816","","","1","6.166","","C","B","","","","","","","Promotional","","30078978210876,30078978714169","true","High Awareness","Perky-Pet Glass Hummingbird Feeder","8 Oz. glass feeder. Bottle unscrews for easy filling and cleaning. 4 flower feeding ports. Features a built-in ant moat and hanging hook. Bee guard opens for easy cleaning.","","Red","United States","Bird & Wildlife Supplies","EXRL","Lawn & Garden","LAWN","Hummingbird Feeder","S387","Bird Feeders & Accessories","6S52","Perky-Pet","",""
"625038","5CT SP TRVL LG BAG","3984","H M S Mfg. Co.","HFTPDQ-7045463-3","00025947704507","Each","","13.99","34.739","","3","9.13","","","1","9.615","","N/A","N/A","","","","","","","Promotional","","10025947704511","true","Mod Awareness","Hefty Large Vacuum Seal Storage Bags","Hefty Shrink-Pak travel is compressed, space-saving storage and organization. Clear, see through storage bag with a red and yellow Double Closure zipper that slides together for a Double Closure, air tight seal. Shrink-Pak travel is confidently devoted to shrinking and packing your things.","","Clear","China","Storage & Space Saving Bags","NJ75","Storage & Organization","STRG","Vacuum Seal Storage Bags","XZQ2","Storage Bags","F126","Hefty","",""
"430072","CRYSTAL DRAIN CLEANER","2797","ZEP Enforcer","ZDC16","00021709500165","Each","","11.99","31.376","12.49","12","8.228","","","1","8.64","","D","C","","","","","","","Promotional","","10021709500162","true","Mod Awareness","Zep Drain Defense Crystal Drain Cleaner","Enzymatic drain cleaner ends slow drains. Safe for all pipes and septic systems. Environmentally safe, USDA approved. Prevents clogs by cleaning and removing build-up. Regular use keeps pipes clean. Jar provides 50 treatments.","","","United States","Drain Openers & Septic Tank Treatments","Y6AK","Plumbing Supplies","PLBG","Drain Opener & Cleaner","3ZGS","Chemical Drain Openers & Cleaners","XR2E","Zep","",""
