"SKU","Short Description","Vendor Number","Vendor Name","Model Number","Primary UPC","UOM","Max Qty","Retail Price","Retail Margin","Member Retail","Mult 1","Cost of Mult 1","Mult 2","Cost of Mult 2","Mult 3","Cost of Mult 3","Salecode","Performance Units","Performance Dollars","Page Number","Promo Retail","Promo Mult 1","Promo Cost of Mult 1","Promo Mult 3","Promo Cost of Mult 3","Status","Substitutes","Alternate UPC","UPS","Sensitivity","Name","Long Description","length","color","Country of Origin","Prod Class_Category Description","Prod Class Category ID","Prod Class_Department Description","Prod Class Department ID","Prod Class_Product Group Description","Prod Class Product Group ID","Prod Class_SubCategoryDescription","Prod Class SubCategory ID","Brand","Primary Central Stock Warehouse","Secondary Central Stock Warehouse"
"780280","WHT HGHWY STRIPING PAINT","2605","Krylon","K00830008","00075577083008","Each","","12.99","44.888","11.99","6","7.159","","","1","7.643","","C","C","","","","","","","Promotional","","50075577083003","true","Mod Awareness","Krylon Professional Solvent-Based Striping Paint","A highly pigmented paint that produces sharp, durable stripes in one pass. Cans spray in an upside-down position. From contracting sites to parking lots, wherever bright crisp lines are required, this paint will do a professional-looking job quickly and easily. Covers approximately 29 Sq. Ft. per 18 Oz. can. Dries fast.","","Highway White","United States","Spray Paints","DP9S","Paint & Painting Supplies","PNTG","Striping Paint","5489","Marking & Striping Paint","T5GS","Krylon","",""
"774335","HGHWY YEL STRIPING PAINT","2605","Krylon","K00830108","00075577083015","Each","","12.99","44.888","9.99","6","7.159","","","1","7.643","","C","C","","","","","","","Promotional","","50075577083010,00724504059110,10724504059117","true","Mod Awareness","Krylon Professional Solvent-Based Striping Paint","A highly pigmented paint that produces sharp, durable stripes in one pass. Cans spray in an upside-down position. From contracting sites to parking lots, wherever bright crisp lines are required, this paint will do a professional-looking job quickly and easily. Covers approximately 29 Sq. Ft. per 18 Oz. can. Dries fast.","","Highway Yellow","United States","Spray Paints","DP9S","Paint & Painting Supplies","PNTG","Striping Paint","5489","Marking & Striping Paint","T5GS","Krylon","",""
"774326","HNDCP BLU STRIPING PAINT","2605","Krylon","K00830208","00075577083022","Each","","12.99","44.888","9.99","6","7.159","","","1","7.643","","C","C","","","","","","","Promotional","","50075577083027","true","Mod Awareness","Krylon Professional Solvent-Based Striping Paint","A highly pigmented paint that produces sharp, durable stripes in one pass. Cans spray in an upside-down position. From contracting sites to parking lots, wherever bright crisp lines are required, this paint will do a professional-looking job quickly and easily. Covers approximately 29 Sq. Ft. per 18 Oz. can. Dries fast.","","Handicap Blue","United States","Spray Paints","DP9S","Paint & Painting Supplies","PNTG","Striping Paint","5489","Marking & Striping Paint","T5GS","Krylon","",""
"789853","CL AMP KTCHN&BTH SEALANT","2446","Dap","7079800763","00070798007635","Each","","11.99","34.696","","12","7.83","","","1","8.228","","C","C","","","","","","","Promotional","","10070798007632","true","High Awareness","DAP AMP Kitchen, Bath & Plumbing Sealant","DAPs AMP Advanced Modified Polymer Kitchen, Bath and Plumbing Sealant provides a 100% waterproof seal with the ability to be applied on wet and damp surfaces. It has a fast 30-minute paint and water ready time and prevents the growth of stains and odor-causing mold and mildew on the sealant. For interior use. This premium hybrid technology offers maximum flexibility and superior adhesion for a durable seal that wont crack or shrink. It is safe for marble and granite and most metals and prevents mold and mildew growth for a lifetime guarantee. DAP AMP Kitchen, Bath and Plumbing sealant is easy to use, low in odor, VOC compliant and ideal for interior kitchen and bath applications.","","Crystal Clear","United States","Caulk & Sealant","E6NC","Paint & Painting Supplies","PNTG","Polymer Sealant","E4MR","Sealant","442K","DAP","",""
"791048","3PK 9"" SUP/FAB KNIT COVR","7601","Wooster Brush","RR927-9","00071497179869","Package","","15.99","43.846","","10","8.979","","","1","9.484","","C","C","","","","","","","Promotional","","10071497179866","true","High Awareness","Wooster Super/Fab FTP Knit Fabric Roller Cover","Shed-resistant and high capacity For Today's Paints: flat, eggshell, satin. HydroFlow technology provides controlled release, prevents sagging. Lager-colored fabric exclusively from Wooster for fastest coverage, non-matting for longer life. Polypropylene core resists water, solvents, and cracking. 9 In., 14 In., and 18 In. have green double-thick polypropylene core.","","","United States","Paint  Applicators & Accessories","CPY2","Paint & Painting Supplies","PNTG","Knit Fabric Roller Cover","IX2W","Roller Cover","3434","Wooster","",""
"808156","24OZ TUBELESS SEALANT","5038","ITW Global Brands","10008","00716281000690","Each","","18.99","46.704","18.99","6","10.121","","","1","10.671","","C","C","","","","","","","Promotional","","10716281008334","true","Low Awareness","Slime ATV & Mower Tubeless Tire Sealant","24-ounce tubeless sealant for ATV and mowers. Slime can be installed as a pre-treatment before a puncture occurs. Slime can also be used to repair a flat tire or a slow leak. Simply remove the valve core from your tire, inject Slime, re-inflate, and rotate it.","","","United States","Tires & Wheels","2397","Automotive","AUTO","Tire Sealant","K76S","Tire Repair Tools & Kits","PRXQ","Slime","",""
"874471","12"" HIVISORG SAFETY CONE","6433","Safety Works","SWFM12-VPD20","00662909031686","Each","","13.99","37.813","","20","8.7","","","1","9.163","","C","C","","","","","","","Promotional","","10662909031683","true","Low Awareness","Safety Works Professional 12 In. Safety Cone","Hi-visibility orange safety cone. Made of flexible flow mold plastic.","","Orange","United States","Traffic Safety","6A75","Safety","SAFE","Safety Cone","8H7I","Safety Cones & Sign","XN27","Safety Works","",""
"770852","WHITE FLEX CAULK SLNT","7022","Swift Response","US600WHT200","00810129871609","Each","","16.99","24.526","13.99","4","12.823","","","1","13.421","","B","B","","","","","","","Promotional","","10810129871606,00855647003385,10855647003382,00853517006238","true","High Awareness","Flex Shot Adhesive Rubber Sealant","Flex Caulk Silicone (100% silicone caulk) are our latest innovations in caulking technology. They are delivered through our Adjustable Trigger Flow Nozzle, which eliminates the need for a caulking gun and allows you to control the flow of caulk. Just adjust the flow setting and push the trigger for a perfect bead. And when you stop, it stops. There's no running, no dripping, and no mess.","","Whiite","United States","Caulk & Sealant","E6NC","Paint & Painting Supplies","PNTG","Rubber Sealant","96IH","Sealant","442K","Flex Caulk","",""
"770850","CLEAR FLEX CAULK SLNT","7022","Swift Response","US600CLR200","00810129871593","Each","","16.99","24.526","13.99","4","12.823","","","1","13.421","","B","B","","","","","","","Promotional","","10810129871590,00855647003392,10855647003399,00853517006245","true","High Awareness","Flex Shot Adhesive Rubber Sealant","Flex Caulk Silicone (100% silicone caulk) are our latest innovations in caulking technology. They are delivered through our Adjustable Trigger Flow Nozzle, which eliminates the need for a caulking gun and allows you to control the flow of caulk. Just adjust the flow setting and push the trigger for a perfect bead. And when you stop, it stops. There's no running, no dripping, and no mess.","","Clear","United States","Caulk & Sealant","E6NC","Paint & Painting Supplies","PNTG","Rubber Sealant","96IH","Sealant","442K","Flex Caulk","",""
"865250","12LB MATCHLITE BRIQUET","7262","Kingsford","32090","00044600320908","Each","","15.99","15.935","","80","13.442","","","1","13.88","","B","A","","","","","","","Promotional","","","true","High Awareness","Kingsford Match Light Charcoal","Ready-to-light charcoal briquets. No lighter fluid needed. New shape and enhanced formula for more grilling power. More edges and surface area to catch the flame quickly. The grooves provide air channels for fast heating and even burning. More high quality ingredients for longer burn time.","","","United States","Outdoor Cooking","873I","Outdoor Living","OUTD","Charcoal","14ZL","Grilling Fuels","137Z","Kingsford","",""
"821578","16LB KINGSFORD CHRCOAL","7262","Kingsford","32103","00044600320649","Each","","13.99","8.663","14.99","48","12.778","","","1","13.158","","A","A","","","","","","","Promotional","","","true","Price Sensitive","Kingsford Charcoal Briquets","Charcoal briquets featuring more edges and surface area to catch the flame quickly. Grooves provide air channels for fast heating and even burning. More high quality ingredients for longer burn time.","","","United States","Outdoor Cooking","873I","Outdoor Living","OUTD","Charcoal","14ZL","Grilling Fuels","137Z","Kingsford","",""
"611505","10"" IN/OUT WALL CLOCK","5455","La Crosse Technology","29005","00047404290057","Each","","29.49","57.891","","3","12.418","","","1","13.144","","E","E","","","","","","","Promotional","","20047404290051","true","Mod Awareness","La Crosse Technology Equity Waylon Hygrometer & Thermometer","Designed to be hung indoors or outdoors with weather sealed case. This clock features a thermometer and hygrometer. Lens is glass with metal hands and a rich oil rubbed bronze UV and weather resistant case.","","","China","Outdoor Decor","976R","Outdoor Living","OUTD","Hygrometer & Thermometer","7QUJ","Weather Stations & Thermometers","N275","La Crosse Technology","",""
"750438","8.6"" REG BYPASS PRUNER","9840","Woodland Tools","05-2001-100","00810081110044","Each","","18.49","42.488","","12","10.634","","","1","11.233","","D","C","","","","","","","Promotional","","10810081110041","true","High Awareness","Woodland Bypass Pruning Snip","Stainless steel blades with Teflon coating stay sharp longer. Re-engineered lock for additional comfort. Internal spring mechanism keeps the spring out of the way during work to guarantee it will never fall out or get lost. Improved hardware for better durability and a more uniform appearance. 5/8 In. cutting capacity. Anti-slip grips provide full control during wet or muddy work. Works great with both left and right-handed users.","","","Vietnam","Lawn & Garden Tools","A828","Lawn & Garden","LAWN","Pruning Snip","JTP5","Pruning & Trimming Tools","6XS2","Woodland","",""
"793959","EXT LATEX FLAT BLK","9263","Majic Paints","119202/8-0048-1","00052752004812","Gallon","","19.99","27.419","","4","14.509","","","1","15.235","","N/A","N/A","","","","","","","Promotional","","10052752004819","true","Mod Awareness","MAJIC Barn & Fence Exterior Latex Flat Paint, 1 Gal.","A durable latex finish that will protect your barn and fence from wear and weather. Dries bug free in 30 minutes. Provides a weather and fade resistant finish.","","Black","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Barn & Fence Paint","56Y7","Exterior Paints","L554","MAJIC","",""
"792867","EXT LATEX FLAT RED","9263","Majic Paints","119201/8-0047-1","00052752004713","Gallon","","19.99","24.912","","4","15.01","","","1","15.568","","N/A","N/A","","","","","","","Promotional","","10052752004710","true","Mod Awareness","MAJIC Barn & Fence Exterior Latex Flat Paint, 1 Gal.","A durable latex finish that will protect your barn and fence from wear and weather. Dries bug free in 30 minutes. Provides a weather and fade resistant finish.","","Classic Red","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Barn & Fence Paint","56Y7","Exterior Paints","L554","MAJIC","",""
"789248","WHT EXT LATEX FLAT","9263","Majic Paints","119200/8-0046-1","00052752004614","Gallon","","19.99","25.818","","4","14.829","","","1","15.521","","N/A","N/A","","","","","","","Promotional","","10052752004611","true","Mod Awareness","MAJIC Barn & Fence Exterior Latex Flat Paint, 1 Gal.","A durable latex finish that will protect your barn and fence from wear and weather. Dries bug free in 30 minutes. Provides a weather and fade resistant finish.","","White","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Barn & Fence Paint","56Y7","Exterior Paints","L554","MAJIC","",""
"629528","6.75OZ HYBRID CLR CAULK","7022","Swift Response","CFSCLRR675","00810129870787","Each","","19.99","22.126","19.99","4","15.567","","","1","16.02","","C","C","","","","","","","Promotional","","10810129870784","true","High Awareness","Flex Caulk Hybrid Caulk Cartridge With Adjustable Nozzle","Trigger flow nozzle means no need for caulk gun. Perfect for indoor projects such as kitchen and bath, while also great for outdoor applications such as windows and doors. Will not dry hard and become cracked and brittle. Easy to store with out product drying out.","","Clear","United States","Caulk & Sealant","E6NC","Paint & Painting Supplies","PNTG","Siliconized Acrylic Latex Caulk","L2U8","Caulk","4616","FLEX SEAL","",""
"616595","6.75OZ HYBRID WHT CAULK","7022","Swift Response","CFSWHTR675","00810129870756","Each","","19.99","22.126","19.99","4","15.567","","","1","16.02","","C","C","","","","","","","Promotional","","10810129870753","true","High Awareness","Flex Caulk Hybrid Caulk Cartridge With Adjustable Nozzle","Trigger flow nozzle means no need for caulk gun. Perfect for indoor projects such as kitchen and bath, while also great for outdoor applications such as windows and doors. Will not dry hard and become cracked and brittle. Easy to store with out product drying out.","","White","United States","Caulk & Sealant","E6NC","Paint & Painting Supplies","PNTG","Siliconized Acrylic Latex Caulk","L2U8","Caulk","4616","FLEX SEAL","",""
"700926","10.75"" BYPASS PRUNER","7343","Fiskars","92756965J","00046561192754","Each","","27.49","41.724","27.49","10","16.02","","","1","16.918","","B","B","","","","","","","Promotional","","10046561192751","true","Mod Awareness","Fiskars Forged Bypass Pruner","With traditional drop-forged steel construction, the weight and feel provide rugged durability. Downward-angled cutting head keeps your wrist in the optimal position for reduced fatigue. 3/4 In. cutting capacity.","","","China","Lawn & Garden Tools","A828","Lawn & Garden","LAWN","Bypass Pruner","993Z","Pruning & Trimming Tools","6XS2","Fiskars","",""
"301227","7.5"" TNM UTILITY SHEARS","3190","Apex Tool Group","CW7T","00037103333247","Each","","21.99","32.124","","24","14.926","","","1","15.713","","E","E","","","","","","","Promotional","","20037103333241,10037103333244","true","High Awareness","Crescent Wiss Tradesman Utility Shears","Crescent Wiss Utility Shears feature premium steel blades, precision-engineered with knife-like edges to deliver ten times the cutting power of standard shears. Their titanium blade coating is three times harder than steel for extra durability and longer edge life and their compact design is made for easy portability. A serrated bottom blade grips material for better control and cleaner cuts, while spring loaded design and optimized handle contact points improve comfort and reduce fatigue. A quick release ergonomic latch that locks the shears closed for transport and soft-grip TPR handles are added safety and comfort features. Crescent Wiss Utility Shears are the perfect choice when you need exceptional cutting power in a compact tool.","","","China","Snips, Nippers & Cutters","1XP7","Hand Tools","HDTL","Scissors","4717","Cutters","D7P7","Crescent","",""
"782029","GAL HOUSE WASH","6296","Rust-Oleum","HW012","00618818346205","Gallon","","25.99","40.435","25.99","2","15.481","","","1","16.325","","C","B","","","","","","","Promotional","","60618818346207","true","Mod Awareness","Krud Kutter Multi-Purpose House Wash","Removes tough stains such as mildew, mold, dirt, and grease on most exterior surfaces including roofs, siding, decks, and driveways. No bleach or ammonia. Safe for people, pets, and plants. To apply, put valve in the clean position and apply from top to bottom. Allow cleaner to work on surface 5 to 10 minutes. To rinse, put valve in rinse position and turn hose on full pressure. If surface is extremely soiled, it may be necessary to scrub surface with a bristle brush and apply a second time. 1 Gal. cleans 4000 Sq. Ft. and can be applied by pressure washer, pump-up sprayer, brush, or roller. 56 Oz. bottle has convenient hose end attachment.","","","United States","Cleaners, Thinners & Solvents","71HT","Paint & Painting Supplies","PNTG","Siding Wash","298R","Siding Cleaners","9HS8","Krud Kutter","",""
"794473","QT DRK TB WB DOOR PAINT","6296","Rust-Oleum","369390","00020066492366","Quart","","22.99","29.843","","2","16.129","","","1","16.94","","E","E","","","","","","","Promotional","","10020066551244","true","Mod Awareness","Rust-Oleum Stops Rust Door & Trim Paint","Rust-Oleum Stops Rust Door and Trim Paint is a fast drying, durable formula that delivers a fresh new look to indoor/outdoor doors and trim. Fully dry in only 6 hours for faster project completion. Applies smoothly with brush or roller.","","Dark Tint Base","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Exterior House Paint","JB74","Exterior Paints","L554","Rust-Oleum","",""
"793917","QT LT TB WB DOOR PAINT","6296","Rust-Oleum","369389","00020066492359","Quart","","22.99","29.843","","2","16.129","","","1","16.94","","E","E","","","","","","","Promotional","","10020066551237","true","Mod Awareness","Rust-Oleum Stops Rust Door & Trim Paint","Rust-Oleum Stops Rust Door and Trim Paint is a fast drying, durable formula that delivers a fresh new look to indoor/outdoor doors and trim. Fully dry in only 6 hours for faster project completion. Applies smoothly with brush or roller.","","Light Tint Base","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Exterior House Paint","JB74","Exterior Paints","L554","Rust-Oleum","",""
"790921","QT CRNBRY WB DOOR PAINT","6296","Rust-Oleum","369385","00020066492311","Quart","","22.99","29.843","22.99","2","16.129","","","1","16.94","","E","E","","","","","","","Promotional","","10020066551190","true","Mod Awareness","Rust-Oleum Stops Rust Door & Trim Paint","Rust-Oleum Stops Rust Door and Trim Paint is a fast drying, durable formula that delivers a fresh new look to indoor/outdoor doors and trim. Fully dry in only 6 hours for faster project completion. Applies smoothly with brush or roller.","","Cranberry","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Exterior House Paint","JB74","Exterior Paints","L554","Rust-Oleum","",""
"786286","QT GRN WB DOOR PAINT","6296","Rust-Oleum","376514","00020066011383","Quart","","22.99","29.843","","2","16.129","","","1","16.94","","E","E","","","","","","","Promotional","","10020066013704","true","Mod Awareness","Rust-Oleum Stops Rust Door & Trim Paint","Rust-Oleum Stops Rust Door and Trim Paint is a fast drying, durable formula that delivers a fresh new look to indoor/outdoor doors and trim. Fully dry in only 6 hours for faster project completion. Applies smoothly with brush or roller.","","Vermont Green","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Exterior House Paint","JB74","Exterior Paints","L554","Rust-Oleum","",""
"782624","QT NVY WB DOOR PAINT","6296","Rust-Oleum","369386","00020066492328","Quart","","22.99","29.843","","2","16.129","","","1","16.94","","E","E","","","","","","","Promotional","","10020066551206","true","Mod Awareness","Rust-Oleum Stops Rust Door & Trim Paint","Rust-Oleum Stops Rust Door and Trim Paint is a fast drying, durable formula that delivers a fresh new look to indoor/outdoor doors and trim. Fully dry in only 6 hours for faster project completion. Applies smoothly with brush or roller.","","Nantucket Navy","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Exterior House Paint","JB74","Exterior Paints","L554","Rust-Oleum","",""
"782366","QT GRY WB DOOR PAINT","6296","Rust-Oleum","369387","00020066492335","Quart","","22.99","29.843","","2","16.129","","","1","16.94","","E","E","","","","","","","Promotional","","10020066551213","true","Mod Awareness","Rust-Oleum Stops Rust Door & Trim Paint","Rust-Oleum Stops Rust Door and Trim Paint is a fast drying, durable formula that delivers a fresh new look to indoor/outdoor doors and trim. Fully dry in only 6 hours for faster project completion. Applies smoothly with brush or roller.","","Alpine Gray","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Exterior House Paint","JB74","Exterior Paints","L554","Rust-Oleum","",""
"780056","QT WHT WB DOOR PAINT","6296","Rust-Oleum","369384","00020066492304","Quart","","22.99","29.843","","2","16.129","","","1","16.94","","D","D","","","","","","","Promotional","","10020066551183","true","Mod Awareness","Rust-Oleum Stops Rust Door & Trim Paint","Rust-Oleum Stops Rust Door and Trim Paint is a fast drying, durable formula that delivers a fresh new look to indoor/outdoor doors and trim. Fully dry in only 6 hours for faster project completion. Applies smoothly with brush or roller.","","White","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Exterior House Paint","JB74","Exterior Paints","L554","Rust-Oleum","",""
"779824","QT BLK WB DOOR PAINT","6296","Rust-Oleum","369383","00020066492298","Quart","","22.99","29.843","","2","16.129","","","1","16.94","","D","D","","","","","","","Promotional","","10020066551176","true","Mod Awareness","Rust-Oleum Stops Rust Door & Trim Paint","Rust-Oleum Stops Rust Door and Trim Paint is a fast drying, durable formula that delivers a fresh new look to indoor/outdoor doors and trim. Fully dry in only 6 hours for faster project completion. Applies smoothly with brush or roller.","","Black","United States","Paint","Y8I3","Paint & Painting Supplies","PNTG","Exterior House Paint","JB74","Exterior Paints","L554","Rust-Oleum","",""
"575826","3/8""X50' PVC AIR HOSE","5912","Highline Warren / Lubrimatic","576-50A","00087817563867","Each","","29.99","41.290","25.99","5","17.607","","","1","18.572","","C","B","","","","","","","Promotional","","50087817563862,00087817000522,10087817000529,10087817563864,20087817563861","true","High Awareness","Amflo PVC Air Hose","Ideal for general purpose applications, DIY (do it yourself) use, compressor-operated hand tools and air assisted residential painting equipment. Long life engineered composition PVC (polyvinyl chloride) hose. Lightweight with a flexible, kink-resistant design. Nonconductive and oil and abrasion-resistant. The bright fluorescent color reduces the chance of accidents. Two year warranty.","50 Ft.","Orange","China","Air Compressors, Tools & Accessories","CG15","Power Tools & Accessories","PWRT","Air Hose","YXX7","Hoses & Hose Reels","8Q2U","Amflo","",""
"610747","24"" MULT-SURF PUSH BROOM","3990","The Libman Company","805","00071736008059","Each","","24.99","27.027","18.99","4","18.236","","","1","19.145","","C","B","","","","","","","Promotional","","10071736008056","true","Mod Awareness","Libman Medium Sweep Multi-Surface Push Broom","3 In. long firm yet flexible split-top fibers pick up dust and dirt from a variety of surfaces. Environmentally friendly fiber made from recycled pet water bottles. 1 In. dia. x 60 In. L. threaded steel handle with hex nut and locking bolt. Hanger tip for convenient storage.","","","United States","Cleaning Tools & Supplies","UX21","Cleaning Supplies","CLNG","Push Broom","94T5","Brooms","D859","Libman","",""
"302732","RIGHT OFFSET SNIP","3190","Apex Tool Group","M7R","00037103583383","Each","","22.99","24.663","21.99","24","17.32","6","18.073","1","18.598","","D","C","","","","","","","Promotional","","10037103583380,20037103583387","true","Mod Awareness","Wiss Metalmaster Offset Snips","Offset blades keep hands clear of metal. Non-slip serrated jaw of molybdenum steel for compound lever action. Withstands strain of cutting heavy stock and tight curves. Spring-action for fast, effortless feed. Handy hang-up hole. Non-slip, textured grips and safety latch for superior control. Cuts low carbon cold rolled steel.","9-1/4 In.","","United States","Snips, Nippers & Cutters","1XP7","Hand Tools","HDTL","Snips","5PVT","Snips","AY66","Crescent","",""
"302724","LEFT OFFSET SNIP","3190","Apex Tool Group","M6R","00037103583376","Each","","22.99","24.663","21.99","24","17.32","12","18.073","1","18.598","","C","C","","","","","","","Promotional","","10037103583373,20037103583370","true","Mod Awareness","Wiss Metalmaster Offset Snips","Offset blades keep hands clear of metal. Non-slip serrated jaw of molybdenum steel for compound lever action. Withstands strain of cutting heavy stock and tight curves. Spring-action for fast, effortless feed. Handy hang-up hole. Non-slip, textured grips and safety latch for superior control. Cuts low carbon cold rolled steel.","9-1/4 In.","","United States","Snips, Nippers & Cutters","1XP7","Hand Tools","HDTL","Snips","5PVT","Snips","AY66","Crescent","",""
"843033","JR ORG CLLP BBQ PREP TUB","0334","Drip EZ","TUBV2-JR-1-OR","00850053870026","Each","","34.99","27.754","","10","25.279","","","1","26.549","","E","D","","","","","","","Promotional","","20850053870020","true","Mod Awareness","Drip EZ Collapsible Storage Bin","V2 prep tub features a built-in nylon cutting board and lid with locking hinges. Adjusts to 3 different heights and collapses for easy kitchen storage. Dishwasher safe. BPA free.","","","China","Outdoor Cooking","873I","Outdoor Living","OUTD","Storage Bin","3NUU","Grill Accessories","5632","Drip EZ","",""
"720815","BEE HIVE STIMULANT","6817","Harvest Lane Honey","HEATHHLH-101","00634392067206","Each","","39.99","21.178","","6","31.521","","","1","32.437","","N/A","N/A","","","","","","","Promotional","","30634392067207","true","Mod Awareness","Harvest Lane Honey Bee Hive Stimulant","Bee hive stimulant. Makes 5 feedings. Easy to use, concentrate used in liquid feed.","","","United States","Wildlife Supplies & Management","U78V","Farm & Ranch","FARM","Bee Feed","BZ5P","Beekeeping Supplies","R1XQ","Harvest Lane Honey","",""
"702003","8.75"" BYPASS PRUNER","3118","Corona Clipper","BP3180D","00038313000806","Each","","32.99","33.916","","6","21.801","","","1","22.955","","C","B","","","","","","","Promotional","","10038313000803,10038313600805","true","High Awareness","Corona Classic Cut Bypass Pruner With Wire Cutting Notch","Forged steel alloy construction, resharpenable bypass blade with wire-cutting notch. Slant-ground, narrow profile hook. Will cut branches to 1 In. diameter. Sap groove keeps blade from sticking. Comfortable, nonslip cushioned grips. Lifetime warranty.","","","Mexico","Lawn & Garden Tools","A828","Lawn & Garden","LAWN","Bypass Pruner","993Z","Pruning & Trimming Tools","6XS2","Corona","",""
"771708","CWF-UV NATURAL 1G","3570","Pittsburgh Paints Co","FLD542/01","00010273542152","Gallon","","34.99","24.910","","4","26.274","","","1","27.499","","C","A","","","","","","","Promotional","","10010273542159","true","High Awareness","Flood CWF-UV Oil-Modified Fence Deck and Siding Wood Finish","Provides a natural finish that protects wood against moisture and sun damage. Fortified with PENETROL for excellent penetration. Recommended for use on any properly prepared exterior wood, including decks, fences, siding, railings, outdoor furniture and other wood surfaces. Apply to new, dry pressure-treated wood, uncoated new or weathered wood, or wood previously stained or painted. Apply directly to weathered wood previously finished with FLOOD CWF-UV; other previous coating must be completely removed. Easy soap and water clean-up.","","Natural","United States","Stains & Finishes","M52R","Paint & Painting Supplies","PNTG","Clear Wood Finish","5B79","Exterior Stains & Finishes","LSX9","Flood","",""
"771704","CWF-UV HONEY GOLD 1G","3570","Pittsburgh Paints Co","FLD527/01","00056198670365","Gallon","","34.99","24.910","","4","26.274","","","1","27.499","","D","C","","","","","","","Promotional","","10056198670362","true","High Awareness","Flood CWF-UV Oil-Modified Fence Deck and Siding Wood Finish","Provides a natural finish that protects wood against moisture and sun damage. Fortified with PENETROL for excellent penetration. Recommended for use on any properly prepared exterior wood, including decks, fences, siding, railings, outdoor furniture and other wood surfaces. Apply to new, dry pressure-treated wood, uncoated new or weathered wood, or wood previously stained or painted. Apply directly to weathered wood previously finished with FLOOD CWF-UV; other previous coating must be completely removed. Easy soap and water clean-up.","","Honey Gold","United States","Stains & Finishes","M52R","Paint & Painting Supplies","PNTG","Clear Wood Finish","5B79","Exterior Stains & Finishes","LSX9","Flood","",""
"771698","CWF-UV REDWOOD 1G","3570","Pittsburgh Paints Co","FLD521/01","00010273521157","Gallon","","34.99","24.910","","4","26.274","","","1","27.499","","D","C","","","","","","","Promotional","","10010273521154","true","High Awareness","Flood CWF-UV Oil-Modified Fence Deck and Siding Wood Finish","Provides a natural finish that protects wood against moisture and sun damage. Fortified with PENETROL for excellent penetration. Recommended for use on any properly prepared exterior wood, including decks, fences, siding, railings, outdoor furniture and other wood surfaces. Apply to new, dry pressure-treated wood, uncoated new or weathered wood, or wood previously stained or painted. Apply directly to weathered wood previously finished with FLOOD CWF-UV; other previous coating must be completely removed. Easy soap and water clean-up.","","Redwood","United States","Stains & Finishes","M52R","Paint & Painting Supplies","PNTG","Clear Wood Finish","5B79","Exterior Stains & Finishes","LSX9","Flood","",""
"771691","CWF-UV CEDAR 1G","3570","Pittsburgh Paints Co","FLD520/01","00010273520150","Gallon","","34.99","24.910","34.99","4","26.274","","","1","27.499","","C","A","","","","","","","Promotional","","10010273520157","true","High Awareness","Flood CWF-UV Oil-Modified Fence Deck and Siding Wood Finish","Provides a natural finish that protects wood against moisture and sun damage. Fortified with PENETROL for excellent penetration. Recommended for use on any properly prepared exterior wood, including decks, fences, siding, railings, outdoor furniture and other wood surfaces. Apply to new, dry pressure-treated wood, uncoated new or weathered wood, or wood previously stained or painted. Apply directly to weathered wood previously finished with FLOOD CWF-UV; other previous coating must be completely removed. Easy soap and water clean-up.","","Cedar","United States","Stains & Finishes","M52R","Paint & Painting Supplies","PNTG","Clear Wood Finish","5B79","Exterior Stains & Finishes","LSX9","Flood","",""
